CBSA_CODE,CBSA_TITLE,AREA_TYPE,CSA_TITLE,COUNTY,STATE_NAME,IS_CENTRAL
44780,"Sturgis, MI",Micro,"Kalamazoo-Battle Creek-Portage, MI",St. Joseph County,Michigan,1
44860,"Sulphur Springs, TX",Micro,,Hopkins County,Texas,1
44900,"Summerville, GA",Micro,"Chattanooga-Cleveland-Dalton, TN-GA",Chattooga County,Georgia,1
44940,"Sumter, SC",Metro,,Clarendon County,South Carolina,0
44940,"Sumter, SC",Metro,,Sumter County,South Carolina,1
44980,"Sunbury, PA",Micro,"Bloomsburg-Berwick-Sunbury, PA",Northumberland County,Pennsylvania,1
45000,"Susanville, CA",Micro,,Lassen County,California,1
45020,"Sweetwater, TX",Micro,,Nolan County,Texas,1
45060,"Syracuse, NY",Metro,"Syracuse-Auburn, NY",Madison County,New York,0
45060,"Syracuse, NY",Metro,"Syracuse-Auburn, NY",Onondaga County,New York,1
45060,"Syracuse, NY",Metro,"Syracuse-Auburn, NY",Oswego County,New York,0
45140,"Tahlequah, OK",Micro,,Cherokee County,Oklahoma,1
45180,"Talladega-Sylacauga, AL",Micro,"Birmingham-Hoover-Talladega, AL",Talladega County,Alabama,1
45220,"Tallahassee, FL",Metro,,Gadsden County,Florida,0
45220,"Tallahassee, FL",Metro,,Jefferson County,Florida,0
45220,"Tallahassee, FL",Metro,,Leon County,Florida,1
45220,"Tallahassee, FL",Metro,,Wakulla County,Florida,0
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,,Hernando County,Florida,0
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,,Hillsborough County,Florida,1
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,,Pasco County,Florida,1
45300,"Tampa-St. Petersburg-Clearwater, FL",Metro,,Pinellas County,Florida,1
45340,"Taos, NM",Micro,,Taos County,New Mexico,1
45380,"Taylorville, IL",Micro,"Springfield-Jacksonville-Lincoln, IL",Christian County,Illinois,1
45460,"Terre Haute, IN",Metro,,Clay County,Indiana,1
45460,"Terre Haute, IN",Metro,,Parke County,Indiana,0
45460,"Terre Haute, IN",Metro,,Sullivan County,Indiana,0
45460,"Terre Haute, IN",Metro,,Vermillion County,Indiana,0
45460,"Terre Haute, IN",Metro,,Vigo County,Indiana,1
45500,"Texarkana, TX-AR",Metro,,Little River County,Arkansas,0
45500,"Texarkana, TX-AR",Metro,,Miller County,Arkansas,1
45500,"Texarkana, TX-AR",Metro,,Bowie County,Texas,1
45520,"The Dalles, OR",Micro,,Wasco County,Oregon,1
45540,"The Villages, FL",Metro,"Orlando-Lakeland-Deltona, FL",Sumter County,Florida,1
45580,"Thomaston, GA",Micro,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Upson County,Georgia,1
45620,"Thomasville, GA",Micro,,Thomas County,Georgia,1
45660,"Tiffin, OH",Micro,"Toledo-Findlay-Tiffin, OH",Seneca County,Ohio,1
45700,"Tifton, GA",Micro,,Tift County,Georgia,1
45740,"Toccoa, GA",Micro,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Stephens County,Georgia,1
45780,"Toledo, OH",Metro,"Toledo-Findlay-Tiffin, OH",Fulton County,Ohio,0
45780,"Toledo, OH",Metro,"Toledo-Findlay-Tiffin, OH",Lucas County,Ohio,1
45780,"Toledo, OH",Metro,"Toledo-Findlay-Tiffin, OH",Ottawa County,Ohio,0
45780,"Toledo, OH",Metro,"Toledo-Findlay-Tiffin, OH",Wood County,Ohio,1
45820,"Topeka, KS",Metro,,Jackson County,Kansas,0
45820,"Topeka, KS",Metro,,Jefferson County,Kansas,0
45820,"Topeka, KS",Metro,,Osage County,Kansas,0
45820,"Topeka, KS",Metro,,Shawnee County,Kansas,1
45820,"Topeka, KS",Metro,,Wabaunsee County,Kansas,0
45860,"Torrington, CT",Micro,"New York-Newark, NY-NJ-CT-PA",Litchfield County,Connecticut,1
45900,"Traverse City, MI",Micro,,Benzie County,Michigan,0
45900,"Traverse City, MI",Micro,,Grand Traverse County,Michigan,1
45900,"Traverse City, MI",Micro,,Kalkaska County,Michigan,0
45900,"Traverse City, MI",Micro,,Leelanau County,Michigan,0
45940,"Trenton-Princeton, NJ",Metro,"New York-Newark, NY-NJ-CT-PA",Mercer County,New Jersey,1
45980,"Troy, AL",Micro,,Pike County,Alabama,1
46020,"Truckee-Grass Valley, CA",Micro,"Sacramento-Roseville, CA",Nevada County,California,1
46060,"Tucson, AZ",Metro,"Tucson-Nogales, AZ",Pima County,Arizona,1
46100,"Tullahoma-Manchester, TN",Micro,,Coffee County,Tennessee,1
46100,"Tullahoma-Manchester, TN",Micro,,Franklin County,Tennessee,0
46100,"Tullahoma-Manchester, TN",Micro,,Moore County,Tennessee,0
46140,"Tulsa, OK",Metro,"Tulsa-Muskogee-Bartlesville, OK",Creek County,Oklahoma,1
46140,"Tulsa, OK",Metro,"Tulsa-Muskogee-Bartlesville, OK",Okmulgee County,Oklahoma,0
46140,"Tulsa, OK",Metro,"Tulsa-Muskogee-Bartlesville, OK",Osage County,Oklahoma,1
46140,"Tulsa, OK",Metro,"Tulsa-Muskogee-Bartlesville, OK",Pawnee County,Oklahoma,0
46140,"Tulsa, OK",Metro,"Tulsa-Muskogee-Bartlesville, OK",Rogers County,Oklahoma,0
46140,"Tulsa, OK",Metro,"Tulsa-Muskogee-Bartlesville, OK",Tulsa County,Oklahoma,1
46140,"Tulsa, OK",Metro,"Tulsa-Muskogee-Bartlesville, OK",Wagoner County,Oklahoma,1
46180,"Tupelo, MS",Micro,"Tupelo-Corinth, MS",Itawamba County,Mississippi,0
46180,"Tupelo, MS",Micro,"Tupelo-Corinth, MS",Lee County,Mississippi,1
46180,"Tupelo, MS",Micro,"Tupelo-Corinth, MS",Pontotoc County,Mississippi,0
46180,"Tupelo, MS",Micro,"Tupelo-Corinth, MS",Prentiss County,Mississippi,0
46220,"Tuscaloosa, AL",Metro,,Greene County,Alabama,0
46220,"Tuscaloosa, AL",Metro,,Hale County,Alabama,0
46220,"Tuscaloosa, AL",Metro,,Pickens County,Alabama,0
46220,"Tuscaloosa, AL",Metro,,Tuscaloosa County,Alabama,1
46300,"Twin Falls, ID",Metro,,Jerome County,Idaho,0
46300,"Twin Falls, ID",Metro,,Twin Falls County,Idaho,1
46340,"Tyler, TX",Metro,"Tyler-Jacksonville, TX",Smith County,Texas,1
46380,"Ukiah, CA",Micro,,Mendocino County,California,1
46420,"Union, SC",Micro,"Greenville-Spartanburg-Anderson, SC",Union County,South Carolina,1
46460,"Union City, TN",Micro,"Martin-Union City, TN",Obion County,Tennessee,1
46500,"Urbana, OH",Micro,"Dayton-Springfield-Kettering, OH",Champaign County,Ohio,1
46520,"Urban Honolulu, HI",Metro,,Honolulu County,Hawaii,1
46540,"Utica-Rome, NY",Metro,,Herkimer County,New York,0
46540,"Utica-Rome, NY",Metro,,Oneida County,New York,1
46620,"Uvalde, TX",Micro,,Uvalde County,Texas,1
46660,"Valdosta, GA",Metro,,Brooks County,Georgia,0
46660,"Valdosta, GA",Metro,,Echols County,Georgia,0
46660,"Valdosta, GA",Metro,,Lanier County,Georgia,0
46660,"Valdosta, GA",Metro,,Lowndes County,Georgia,1
46700,"Vallejo, CA",Metro,"San Jose-San Francisco-Oakland, CA",Solano County,California,1
46780,"Van Wert, OH",Micro,"Lima-Van Wert-Celina, OH",Van Wert County,Ohio,1
46820,"Vermillion, SD",Micro,,Clay County,South Dakota,1
46860,"Vernal, UT",Micro,,Uintah County,Utah,1
46900,"Vernon, TX",Micro,,Wilbarger County,Texas,1
46980,"Vicksburg, MS",Micro,"Jackson-Vicksburg-Brookhaven, MS",Warren County,Mississippi,1
47020,"Victoria, TX",Metro,"Victoria-Port Lavaca, TX",Goliad County,Texas,0
47020,"Victoria, TX",Metro,"Victoria-Port Lavaca, TX",Victoria County,Texas,1
47080,"Vidalia, GA",Micro,,Montgomery County,Georgia,0
47080,"Vidalia, GA",Micro,,Toombs County,Georgia,1
47180,"Vincennes, IN",Micro,,Knox County,Indiana,1
47220,"Vineland-Bridgeton, NJ",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Cumberland County,New Jersey,1
47240,"Vineyard Haven, MA",Micro,,Dukes County,Massachusetts,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Camden County,North Carolina,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Currituck County,North Carolina,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Gates County,North Carolina,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Gloucester County,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Isle of Wight County,Virginia,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",James City County,Virginia,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Mathews County,Virginia,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Southampton County,Virginia,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",York County,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Chesapeake city,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Franklin city,Virginia,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Hampton city,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Newport News city,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Norfolk city,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Poquoson city,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Portsmouth city,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Suffolk city,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Virginia Beach city,Virginia,1
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metro,"Virginia Beach-Norfolk, VA-NC",Williamsburg city,Virginia,0
47300,"Visalia, CA",Metro,,Tulare County,California,1
47340,"Wabash, IN",Micro,,Wabash County,Indiana,1
47380,"Waco, TX",Metro,,Falls County,Texas,0
47380,"Waco, TX",Metro,,McLennan County,Texas,1
47420,"Wahpeton, ND-MN",Micro,"Fargo-Wahpeton, ND-MN",Wilkin County,Minnesota,0
47420,"Wahpeton, ND-MN",Micro,"Fargo-Wahpeton, ND-MN",Richland County,North Dakota,1
47460,"Walla Walla, WA",Metro,"Kennewick-Richland-Walla Walla, WA",Walla Walla County,Washington,1
47540,"Wapakoneta, OH",Micro,"Lima-Van Wert-Celina, OH",Auglaize County,Ohio,1
47580,"Warner Robins, GA",Metro,"Macon-Bibb County--Warner Robins, GA",Houston County,Georgia,1
47580,"Warner Robins, GA",Metro,"Macon-Bibb County--Warner Robins, GA",Peach County,Georgia,0
47620,"Warren, PA",Micro,,Warren County,Pennsylvania,1
47660,"Warrensburg, MO",Micro,"Kansas City-Overland Park-Kansas City, MO-KS",Johnson County,Missouri,1
47700,"Warsaw, IN",Micro,"South Bend-Elkhart-Mishawaka, IN-MI",Kosciusko County,Indiana,1
47780,"Washington, IN",Micro,,Daviess County,Indiana,1
47820,"Washington, NC",Micro,"Greenville-Kinston-Washington, NC",Beaufort County,North Carolina,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Maryland,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Montgomery County,Maryland,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",District of Columbia,District of Columbia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Calvert County,Maryland,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Charles County,Maryland,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince George's County,Maryland,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Arlington County,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Clarke County,Virginia,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Culpeper County,Virginia,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax County,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fauquier County,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Loudoun County,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Madison County,Virginia,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince William County,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Rappahannock County,Virginia,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Spotsylvania County,Virginia,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Stafford County,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Warren County,Virginia,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Alexandria city,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax city,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Falls Church city,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fredericksburg city,Virginia,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas city,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas Park city,Virginia,1
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Jefferson County,West Virginia,0
47920,"Washington Court House, OH",Micro,"Columbus-Marion-Zanesville, OH",Fayette County,Ohio,1
47940,"Waterloo-Cedar Falls, IA",Metro,,Black Hawk County,Iowa,1
47940,"Waterloo-Cedar Falls, IA",Metro,,Bremer County,Iowa,0
47940,"Waterloo-Cedar Falls, IA",Metro,,Grundy County,Iowa,0
47980,"Watertown, SD",Micro,,Codington County,South Dakota,1
47980,"Watertown, SD",Micro,,Hamlin County,South Dakota,0
48020,"Watertown-Fort Atkinson, WI",Micro,"Milwaukee-Racine-Waukesha, WI",Jefferson County,Wisconsin,1
48060,"Watertown-Fort Drum, NY",Metro,,Jefferson County,New York,1
48100,"Wauchula, FL",Micro,"Orlando-Lakeland-Deltona, FL",Hardee County,Florida,1
48140,"Wausau-Weston, WI",Metro,"Wausau-Stevens Point-Wisconsin Rapids, WI",Lincoln County,Wisconsin,0
48140,"Wausau-Weston, WI",Metro,"Wausau-Stevens Point-Wisconsin Rapids, WI",Marathon County,Wisconsin,1
48180,"Waycross, GA",Micro,,Pierce County,Georgia,0
48180,"Waycross, GA",Micro,,Ware County,Georgia,1
48220,"Weatherford, OK",Micro,,Custer County,Oklahoma,1
48260,"Weirton-Steubenville, WV-OH",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Jefferson County,Ohio,1
48260,"Weirton-Steubenville, WV-OH",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Brooke County,West Virginia,1
48260,"Weirton-Steubenville, WV-OH",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Hancock County,West Virginia,1
48300,"Wenatchee, WA",Metro,,Chelan County,Washington,1
48300,"Wenatchee, WA",Metro,,Douglas County,Washington,1
48460,"West Plains, MO",Micro,,Howell County,Missouri,1
48500,"West Point, MS",Micro,"Columbus-West Point, MS",Clay County,Mississippi,1
48540,"Wheeling, WV-OH",Metro,,Belmont County,Ohio,1
48540,"Wheeling, WV-OH",Metro,,Marshall County,West Virginia,1
48540,"Wheeling, WV-OH",Metro,,Ohio County,West Virginia,1
48580,"Whitewater, WI",Micro,"Milwaukee-Racine-Waukesha, WI",Walworth County,Wisconsin,1
48620,"Wichita, KS",Metro,"Wichita-Winfield, KS",Butler County,Kansas,0
48620,"Wichita, KS",Metro,"Wichita-Winfield, KS",Harvey County,Kansas,0
48620,"Wichita, KS",Metro,"Wichita-Winfield, KS",Sedgwick County,Kansas,1
48620,"Wichita, KS",Metro,"Wichita-Winfield, KS",Sumner County,Kansas,0
48660,"Wichita Falls, TX",Metro,,Archer County,Texas,0
48660,"Wichita Falls, TX",Metro,,Clay County,Texas,0
48660,"Wichita Falls, TX",Metro,,Wichita County,Texas,1
48700,"Williamsport, PA",Metro,"Williamsport-Lock Haven, PA",Lycoming County,Pennsylvania,1
48780,"Williston, ND",Micro,,Williams County,North Dakota,1
48820,"Willmar, MN",Micro,,Kandiyohi County,Minnesota,1
48900,"Wilmington, NC",Metro,,New Hanover County,North Carolina,1
48900,"Wilmington, NC",Metro,,Pender County,North Carolina,0
48940,"Wilmington, OH",Micro,"Cincinnati-Wilmington-Maysville, OH-KY-IN",Clinton County,Ohio,1
48980,"Wilson, NC",Micro,"Rocky Mount-Wilson-Roanoke Rapids, NC",Wilson County,North Carolina,1
49020,"Winchester, VA-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Virginia,1
49020,"Winchester, VA-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Winchester city,Virginia,1
49020,"Winchester, VA-WV",Metro,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Hampshire County,West Virginia,0
49060,"Winfield, KS",Micro,"Wichita-Winfield, KS",Cowley County,Kansas,1
49080,"Winnemucca, NV",Micro,,Humboldt County,Nevada,1
49100,"Winona, MN",Micro,,Winona County,Minnesota,1
49180,"Winston-Salem, NC",Metro,"Greensboro--Winston-Salem--High Point, NC",Davidson County,North Carolina,1
49180,"Winston-Salem, NC",Metro,"Greensboro--Winston-Salem--High Point, NC",Davie County,North Carolina,1
49180,"Winston-Salem, NC",Metro,"Greensboro--Winston-Salem--High Point, NC",Forsyth County,North Carolina,1
49180,"Winston-Salem, NC",Metro,"Greensboro--Winston-Salem--High Point, NC",Stokes County,North Carolina,1
49180,"Winston-Salem, NC",Metro,"Greensboro--Winston-Salem--High Point, NC",Yadkin County,North Carolina,0
49220,"Wisconsin Rapids-Marshfield, WI",Micro,"Wausau-Stevens Point-Wisconsin Rapids, WI",Wood County,Wisconsin,1
49260,"Woodward, OK",Micro,,Ellis County,Oklahoma,0
49260,"Woodward, OK",Micro,,Woodward County,Oklahoma,1
49300,"Wooster, OH",Micro,"Cleveland-Akron-Canton, OH",Wayne County,Ohio,1
49340,"Worcester, MA-CT",Metro,"Boston-Worcester-Providence, MA-RI-NH-CT",Windham County,Connecticut,1
49340,"Worcester, MA-CT",Metro,"Boston-Worcester-Providence, MA-RI-NH-CT",Worcester County,Massachusetts,1
49380,"Worthington, MN",Micro,,Nobles County,Minnesota,1
49420,"Yakima, WA",Metro,,Yakima County,Washington,1
49460,"Yankton, SD",Micro,,Yankton County,South Dakota,1
49500,"Yauco, PR",Metro,"Ponce-Yauco-Coamo, PR",Guánica Municipio,Puerto Rico,1
49500,"Yauco, PR",Metro,"Ponce-Yauco-Coamo, PR",Guayanilla Municipio,Puerto Rico,1
49500,"Yauco, PR",Metro,"Ponce-Yauco-Coamo, PR",Peñuelas Municipio,Puerto Rico,1
49500,"Yauco, PR",Metro,"Ponce-Yauco-Coamo, PR",Yauco Municipio,Puerto Rico,1
49620,"York-Hanover, PA",Metro,"Harrisburg-York-Lebanon, PA",York County,Pennsylvania,1
49660,"Youngstown-Warren-Boardman, OH-PA",Metro,"Youngstown-Warren, OH-PA",Mahoning County,Ohio,1
49660,"Youngstown-Warren-Boardman, OH-PA",Metro,"Youngstown-Warren, OH-PA",Trumbull County,Ohio,1
49660,"Youngstown-Warren-Boardman, OH-PA",Metro,"Youngstown-Warren, OH-PA",Mercer County,Pennsylvania,1
49700,"Yuba City, CA",Metro,"Sacramento-Roseville, CA",Sutter County,California,1
49700,"Yuba City, CA",Metro,"Sacramento-Roseville, CA",Yuba County,California,1
49740,"Yuma, AZ",Metro,,Yuma County,Arizona,1
49780,"Zanesville, OH",Micro,"Columbus-Marion-Zanesville, OH",Muskingum County,Ohio,1
49820,"Zapata, TX",Micro,,Zapata County,Texas,1
