CBSA_CODE,CBSA_TITLE,AREA_TYPE,CSA_TITLE,COUNTY,STATE_NAME,IS_CENTRAL
33740,"Monroe, LA",Metro,"Monroe-Ruston, LA",Union Parish,Louisiana,0
33780,"Monroe, MI",Metro,"Detroit-Warren-Ann Arbor, MI",Monroe County,Michigan,1
33860,"Montgomery, AL",Metro,"Montgomery-Selma-Alexander City, AL",Autauga County,Alabama,1
33860,"Montgomery, AL",Metro,"Montgomery-Selma-Alexander City, AL",Elmore County,Alabama,1
33860,"Montgomery, AL",Metro,"Montgomery-Selma-Alexander City, AL",Lowndes County,Alabama,0
33860,"Montgomery, AL",Metro,"Montgomery-Selma-Alexander City, AL",Montgomery County,Alabama,1
33940,"Montrose, CO",Micro,,Montrose County,Colorado,1
33940,"Montrose, CO",Micro,,Ouray County,Colorado,0
33980,"Morehead City, NC",Micro,"New Bern-Morehead City, NC",Carteret County,North Carolina,1
34020,"Morgan City, LA",Micro,"Lafayette-Opelousas-Morgan City, LA",St. Mary Parish,Louisiana,1
34060,"Morgantown, WV",Metro,"Morgantown-Fairmont, WV",Monongalia County,West Virginia,1
34060,"Morgantown, WV",Metro,"Morgantown-Fairmont, WV",Preston County,West Virginia,0
34100,"Morristown, TN",Metro,"Knoxville-Morristown-Sevierville, TN",Grainger County,Tennessee,0
34100,"Morristown, TN",Metro,"Knoxville-Morristown-Sevierville, TN",Hamblen County,Tennessee,1
34100,"Morristown, TN",Metro,"Knoxville-Morristown-Sevierville, TN",Jefferson County,Tennessee,1
34140,"Moscow, ID",Micro,"Pullman-Moscow, WA-ID",Latah County,Idaho,1
34180,"Moses Lake, WA",Micro,"Moses Lake-Othello, WA",Grant County,Washington,1
34220,"Moultrie, GA",Micro,,Colquitt County,Georgia,1
34260,"Mountain Home, AR",Micro,,Baxter County,Arkansas,1
34300,"Mountain Home, ID",Micro,"Boise City-Mountain Home-Ontario, ID-OR",Elmore County,Idaho,1
34340,"Mount Airy, NC",Micro,"Greensboro--Winston-Salem--High Point, NC",Surry County,North Carolina,1
34350,"Mount Gay-Shamrock, WV",Micro,"Charleston-Huntington-Ashland, WV-OH-KY",Logan County,West Virginia,1
34380,"Mount Pleasant, MI",Micro,"Mount Pleasant-Alma, MI",Isabella County,Michigan,1
34420,"Mount Pleasant, TX",Micro,,Camp County,Texas,0
34420,"Mount Pleasant, TX",Micro,,Titus County,Texas,1
34460,"Mount Sterling, KY",Micro,"Lexington-Fayette--Richmond--Frankfort, KY",Bath County,Kentucky,0
34460,"Mount Sterling, KY",Micro,"Lexington-Fayette--Richmond--Frankfort, KY",Menifee County,Kentucky,0
34460,"Mount Sterling, KY",Micro,"Lexington-Fayette--Richmond--Frankfort, KY",Montgomery County,Kentucky,1
34500,"Mount Vernon, IL",Micro,,Jefferson County,Illinois,1
34540,"Mount Vernon, OH",Micro,"Columbus-Marion-Zanesville, OH",Knox County,Ohio,1
34580,"Mount Vernon-Anacortes, WA",Metro,"Seattle-Tacoma, WA",Skagit County,Washington,1
34620,"Muncie, IN",Metro,"Indianapolis-Carmel-Muncie, IN",Delaware County,Indiana,1
34660,"Murray, KY",Micro,,Calloway County,Kentucky,1
34700,"Muscatine, IA",Micro,"Davenport-Moline, IA-IL",Muscatine County,Iowa,1
34740,"Muskegon, MI",Metro,"Grand Rapids-Kentwood-Muskegon, MI",Muskegon County,Michigan,1
34780,"Muskogee, OK",Micro,"Tulsa-Muskogee-Bartlesville, OK",Muskogee County,Oklahoma,1
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metro,"Myrtle Beach-Conway, SC-NC",Brunswick County,North Carolina,1
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metro,"Myrtle Beach-Conway, SC-NC",Horry County,South Carolina,1
34860,"Nacogdoches, TX",Micro,,Nacogdoches County,Texas,1
34900,"Napa, CA",Metro,"San Jose-San Francisco-Oakland, CA",Napa County,California,1
34940,"Naples-Marco Island, FL",Metro,"Cape Coral-Fort Myers-Naples, FL",Collier County,Florida,1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Cannon County,Tennessee,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Cheatham County,Tennessee,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Davidson County,Tennessee,1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Dickson County,Tennessee,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Macon County,Tennessee,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Maury County,Tennessee,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Robertson County,Tennessee,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Rutherford County,Tennessee,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Smith County,Tennessee,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Sumner County,Tennessee,1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Trousdale County,Tennessee,0
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Williamson County,Tennessee,1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro,"Nashville-Davidson--Murfreesboro, TN",Wilson County,Tennessee,1
35020,"Natchez, MS-LA",Micro,,Concordia Parish,Louisiana,1
35020,"Natchez, MS-LA",Micro,,Adams County,Mississippi,1
35060,"Natchitoches, LA",Micro,,Natchitoches Parish,Louisiana,1
35100,"New Bern, NC",Metro,"New Bern-Morehead City, NC",Craven County,North Carolina,1
35100,"New Bern, NC",Metro,"New Bern-Morehead City, NC",Jones County,North Carolina,0
35100,"New Bern, NC",Metro,"New Bern-Morehead City, NC",Pamlico County,North Carolina,0
35140,"Newberry, SC",Micro,"Columbia-Orangeburg-Newberry, SC",Newberry County,South Carolina,1
35220,"New Castle, IN",Micro,"Indianapolis-Carmel-Muncie, IN",Henry County,Indiana,1
35260,"New Castle, PA",Micro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Lawrence County,Pennsylvania,1
35300,"New Haven-Milford, CT",Metro,"New York-Newark, NY-NJ-CT-PA",New Haven County,Connecticut,1
35380,"New Orleans-Metairie, LA",Metro,"New Orleans-Metairie-Hammond, LA-MS",Jefferson Parish,Louisiana,1
35380,"New Orleans-Metairie, LA",Metro,"New Orleans-Metairie-Hammond, LA-MS",Orleans Parish,Louisiana,1
35380,"New Orleans-Metairie, LA",Metro,"New Orleans-Metairie-Hammond, LA-MS",Plaquemines Parish,Louisiana,1
35380,"New Orleans-Metairie, LA",Metro,"New Orleans-Metairie-Hammond, LA-MS",St. Bernard Parish,Louisiana,1
35380,"New Orleans-Metairie, LA",Metro,"New Orleans-Metairie-Hammond, LA-MS",St. Charles Parish,Louisiana,1
35380,"New Orleans-Metairie, LA",Metro,"New Orleans-Metairie-Hammond, LA-MS",St. James Parish,Louisiana,0
35380,"New Orleans-Metairie, LA",Metro,"New Orleans-Metairie-Hammond, LA-MS",St. John the Baptist Parish,Louisiana,1
35380,"New Orleans-Metairie, LA",Metro,"New Orleans-Metairie-Hammond, LA-MS",St. Tammany Parish,Louisiana,0
35420,"New Philadelphia-Dover, OH",Micro,"Cleveland-Akron-Canton, OH",Tuscarawas County,Ohio,1
35440,"Newport, OR",Micro,,Lincoln County,Oregon,1
35460,"Newport, TN",Micro,"Knoxville-Morristown-Sevierville, TN",Cocke County,Tennessee,1
35580,"New Ulm, MN",Micro,"Mankato-New Ulm, MN",Brown County,Minnesota,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Nassau County,New York,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Suffolk County,New York,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Essex County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Hunterdon County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Morris County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Sussex County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Union County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Pike County,Pennsylvania,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Middlesex County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Monmouth County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Ocean County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Somerset County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Bergen County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Hudson County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Passaic County,New Jersey,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Bronx County,New York,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Kings County,New York,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",New York County,New York,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Putnam County,New York,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Queens County,New York,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Richmond County,New York,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Rockland County,New York,1
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metro,"New York-Newark, NY-NJ-CT-PA",Westchester County,New York,1
35660,"Niles, MI",Metro,"South Bend-Elkhart-Mishawaka, IN-MI",Berrien County,Michigan,1
35700,"Nogales, AZ",Micro,"Tucson-Nogales, AZ",Santa Cruz County,Arizona,1
35740,"Norfolk, NE",Micro,,Madison County,Nebraska,1
35740,"Norfolk, NE",Micro,,Pierce County,Nebraska,0
35740,"Norfolk, NE",Micro,,Stanton County,Nebraska,0
35820,"North Platte, NE",Micro,,Lincoln County,Nebraska,1
35820,"North Platte, NE",Micro,,Logan County,Nebraska,0
35820,"North Platte, NE",Micro,,McPherson County,Nebraska,0
35840,"North Port-Sarasota-Bradenton, FL",Metro,"North Port-Sarasota, FL",Manatee County,Florida,1
35840,"North Port-Sarasota-Bradenton, FL",Metro,"North Port-Sarasota, FL",Sarasota County,Florida,1
35860,"North Vernon, IN",Micro,"Indianapolis-Carmel-Muncie, IN",Jennings County,Indiana,1
35900,"North Wilkesboro, NC",Micro,,Wilkes County,North Carolina,1
35940,"Norwalk, OH",Micro,"Cleveland-Akron-Canton, OH",Huron County,Ohio,1
35980,"Norwich-New London, CT",Metro,"Hartford-East Hartford, CT",New London County,Connecticut,1
36020,"Oak Harbor, WA",Micro,"Seattle-Tacoma, WA",Island County,Washington,1
36100,"Ocala, FL",Metro,,Marion County,Florida,1
36140,"Ocean City, NJ",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Cape May County,New Jersey,1
36220,"Odessa, TX",Metro,"Midland-Odessa, TX",Ector County,Texas,1
36260,"Ogden-Clearfield, UT",Metro,"Salt Lake City-Provo-Orem, UT",Box Elder County,Utah,1
36260,"Ogden-Clearfield, UT",Metro,"Salt Lake City-Provo-Orem, UT",Davis County,Utah,1
36260,"Ogden-Clearfield, UT",Metro,"Salt Lake City-Provo-Orem, UT",Morgan County,Utah,0
36260,"Ogden-Clearfield, UT",Metro,"Salt Lake City-Provo-Orem, UT",Weber County,Utah,1
36300,"Ogdensburg-Massena, NY",Micro,,St. Lawrence County,New York,1
36340,"Oil City, PA",Micro,,Venango County,Pennsylvania,1
36380,"Okeechobee, FL",Micro,,Okeechobee County,Florida,1
36420,"Oklahoma City, OK",Metro,"Oklahoma City-Shawnee, OK",Canadian County,Oklahoma,1
36420,"Oklahoma City, OK",Metro,"Oklahoma City-Shawnee, OK",Cleveland County,Oklahoma,1
36420,"Oklahoma City, OK",Metro,"Oklahoma City-Shawnee, OK",Grady County,Oklahoma,0
36420,"Oklahoma City, OK",Metro,"Oklahoma City-Shawnee, OK",Lincoln County,Oklahoma,0
36420,"Oklahoma City, OK",Metro,"Oklahoma City-Shawnee, OK",Logan County,Oklahoma,1
36420,"Oklahoma City, OK",Metro,"Oklahoma City-Shawnee, OK",McClain County,Oklahoma,0
36420,"Oklahoma City, OK",Metro,"Oklahoma City-Shawnee, OK",Oklahoma County,Oklahoma,1
36460,"Olean, NY",Micro,"Buffalo-Cheektowaga-Olean, NY",Cattaraugus County,New York,1
36500,"Olympia-Lacey-Tumwater, WA",Metro,"Seattle-Tacoma, WA",Thurston County,Washington,1
36540,"Omaha-Council Bluffs, NE-IA",Metro,"Omaha-Council Bluffs-Fremont, NE-IA",Harrison County,Iowa,0
36540,"Omaha-Council Bluffs, NE-IA",Metro,"Omaha-Council Bluffs-Fremont, NE-IA",Mills County,Iowa,0
36540,"Omaha-Council Bluffs, NE-IA",Metro,"Omaha-Council Bluffs-Fremont, NE-IA",Pottawattamie County,Iowa,1
36540,"Omaha-Council Bluffs, NE-IA",Metro,"Omaha-Council Bluffs-Fremont, NE-IA",Cass County,Nebraska,0
36540,"Omaha-Council Bluffs, NE-IA",Metro,"Omaha-Council Bluffs-Fremont, NE-IA",Douglas County,Nebraska,1
36540,"Omaha-Council Bluffs, NE-IA",Metro,"Omaha-Council Bluffs-Fremont, NE-IA",Sarpy County,Nebraska,1
36540,"Omaha-Council Bluffs, NE-IA",Metro,"Omaha-Council Bluffs-Fremont, NE-IA",Saunders County,Nebraska,0
36540,"Omaha-Council Bluffs, NE-IA",Metro,"Omaha-Council Bluffs-Fremont, NE-IA",Washington County,Nebraska,0
36580,"Oneonta, NY",Micro,,Otsego County,New York,1
36620,"Ontario, OR-ID",Micro,"Boise City-Mountain Home-Ontario, ID-OR",Payette County,Idaho,1
36620,"Ontario, OR-ID",Micro,"Boise City-Mountain Home-Ontario, ID-OR",Malheur County,Oregon,1
36660,"Opelousas, LA",Micro,"Lafayette-Opelousas-Morgan City, LA",St. Landry Parish,Louisiana,1
36700,"Orangeburg, SC",Micro,"Columbia-Orangeburg-Newberry, SC",Orangeburg County,South Carolina,1
36740,"Orlando-Kissimmee-Sanford, FL",Metro,"Orlando-Lakeland-Deltona, FL",Lake County,Florida,0
36740,"Orlando-Kissimmee-Sanford, FL",Metro,"Orlando-Lakeland-Deltona, FL",Orange County,Florida,1
36740,"Orlando-Kissimmee-Sanford, FL",Metro,"Orlando-Lakeland-Deltona, FL",Osceola County,Florida,0
36740,"Orlando-Kissimmee-Sanford, FL",Metro,"Orlando-Lakeland-Deltona, FL",Seminole County,Florida,1
36780,"Oshkosh-Neenah, WI",Metro,"Appleton-Oshkosh-Neenah, WI",Winnebago County,Wisconsin,1
36820,"Oskaloosa, IA",Micro,"Des Moines-Ames-West Des Moines, IA",Mahaska County,Iowa,1
36830,"Othello, WA",Micro,"Moses Lake-Othello, WA",Adams County,Washington,1
36837,"Ottawa, IL",Micro,"Chicago-Naperville, IL-IN-WI",Bureau County,Illinois,1
36837,"Ottawa, IL",Micro,"Chicago-Naperville, IL-IN-WI",LaSalle County,Illinois,1
36837,"Ottawa, IL",Micro,"Chicago-Naperville, IL-IN-WI",Putnam County,Illinois,0
36840,"Ottawa, KS",Micro,"Kansas City-Overland Park-Kansas City, MO-KS",Franklin County,Kansas,1
36900,"Ottumwa, IA",Micro,,Wapello County,Iowa,1
36940,"Owatonna, MN",Micro,"Minneapolis-St. Paul, MN-WI",Steele County,Minnesota,1
36980,"Owensboro, KY",Metro,,Daviess County,Kentucky,1
36980,"Owensboro, KY",Metro,,Hancock County,Kentucky,0
36980,"Owensboro, KY",Metro,,McLean County,Kentucky,0
37060,"Oxford, MS",Micro,,Lafayette County,Mississippi,1
37100,"Oxnard-Thousand Oaks-Ventura, CA",Metro,"Los Angeles-Long Beach, CA",Ventura County,California,1
37120,"Ozark, AL",Micro,"Dothan-Ozark, AL",Dale County,Alabama,1
37140,"Paducah, KY-IL",Micro,"Paducah-Mayfield, KY-IL",Massac County,Illinois,0
37140,"Paducah, KY-IL",Micro,"Paducah-Mayfield, KY-IL",Ballard County,Kentucky,0
37140,"Paducah, KY-IL",Micro,"Paducah-Mayfield, KY-IL",Livingston County,Kentucky,0
37140,"Paducah, KY-IL",Micro,"Paducah-Mayfield, KY-IL",McCracken County,Kentucky,1
37220,"Pahrump, NV",Micro,"Las Vegas-Henderson, NV",Nye County,Nevada,1
37260,"Palatka, FL",Micro,"Jacksonville-St. Marys-Palatka, FL-GA",Putnam County,Florida,1
37300,"Palestine, TX",Micro,,Anderson County,Texas,1
37340,"Palm Bay-Melbourne-Titusville, FL",Metro,,Brevard County,Florida,1
37420,"Pampa, TX",Micro,"Amarillo-Pampa-Borger, TX",Gray County,Texas,1
37420,"Pampa, TX",Micro,"Amarillo-Pampa-Borger, TX",Roberts County,Texas,0
37460,"Panama City, FL",Metro,,Bay County,Florida,1
37500,"Paragould, AR",Micro,"Jonesboro-Paragould, AR",Greene County,Arkansas,1
37540,"Paris, TN",Micro,,Henry County,Tennessee,1
37580,"Paris, TX",Micro,,Lamar County,Texas,1
37620,"Parkersburg-Vienna, WV",Metro,"Parkersburg-Marietta-Vienna, WV-OH",Wirt County,West Virginia,0
37620,"Parkersburg-Vienna, WV",Metro,"Parkersburg-Marietta-Vienna, WV-OH",Wood County,West Virginia,1
37660,"Parsons, KS",Micro,,Labette County,Kansas,1
37740,"Payson, AZ",Micro,"Phoenix-Mesa, AZ",Gila County,Arizona,1
37770,"Pearsall, TX",Micro,"San Antonio-New Braunfels-Pearsall, TX",Frio County,Texas,1
37780,"Pecos, TX",Micro,,Loving County,Texas,0
37780,"Pecos, TX",Micro,,Reeves County,Texas,1
37800,"Pella, IA",Micro,"Des Moines-Ames-West Des Moines, IA",Marion County,Iowa,1
37860,"Pensacola-Ferry Pass-Brent, FL",Metro,"Pensacola-Ferry Pass, FL-AL",Escambia County,Florida,1
37860,"Pensacola-Ferry Pass-Brent, FL",Metro,"Pensacola-Ferry Pass, FL-AL",Santa Rosa County,Florida,1
37900,"Peoria, IL",Metro,,Fulton County,Illinois,0
37900,"Peoria, IL",Metro,,Marshall County,Illinois,0
37900,"Peoria, IL",Metro,,Peoria County,Illinois,1
37900,"Peoria, IL",Metro,,Stark County,Illinois,0
37900,"Peoria, IL",Metro,,Tazewell County,Illinois,1
37900,"Peoria, IL",Metro,,Woodford County,Illinois,1
37940,"Peru, IN",Micro,"Kokomo-Peru, IN",Miami County,Indiana,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Burlington County,New Jersey,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Camden County,New Jersey,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Gloucester County,New Jersey,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Bucks County,Pennsylvania,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Chester County,Pennsylvania,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Montgomery County,Pennsylvania,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Delaware County,Pennsylvania,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Philadelphia County,Pennsylvania,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",New Castle County,Delaware,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Cecil County,Maryland,1
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Salem County,New Jersey,1
38060,"Phoenix-Mesa-Chandler, AZ",Metro,"Phoenix-Mesa, AZ",Maricopa County,Arizona,1
38060,"Phoenix-Mesa-Chandler, AZ",Metro,"Phoenix-Mesa, AZ",Pinal County,Arizona,1
38100,"Picayune, MS",Micro,"New Orleans-Metairie-Hammond, LA-MS",Pearl River County,Mississippi,1
38180,"Pierre, SD",Micro,,Hughes County,South Dakota,1
38180,"Pierre, SD",Micro,,Stanley County,South Dakota,1
38220,"Pine Bluff, AR",Metro,"Little Rock-North Little Rock, AR",Cleveland County,Arkansas,0
38220,"Pine Bluff, AR",Metro,"Little Rock-North Little Rock, AR",Jefferson County,Arkansas,1
38220,"Pine Bluff, AR",Metro,"Little Rock-North Little Rock, AR",Lincoln County,Arkansas,0
38240,"Pinehurst-Southern Pines, NC",Micro,"Fayetteville-Sanford-Lumberton, NC",Moore County,North Carolina,1
38260,"Pittsburg, KS",Micro,,Crawford County,Kansas,1
38300,"Pittsburgh, PA",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Allegheny County,Pennsylvania,1
38300,"Pittsburgh, PA",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Armstrong County,Pennsylvania,0
38300,"Pittsburgh, PA",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Beaver County,Pennsylvania,1
38300,"Pittsburgh, PA",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Butler County,Pennsylvania,1
38300,"Pittsburgh, PA",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Fayette County,Pennsylvania,0
38300,"Pittsburgh, PA",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Washington County,Pennsylvania,1
38300,"Pittsburgh, PA",Metro,"Pittsburgh-New Castle-Weirton, PA-OH-WV",Westmoreland County,Pennsylvania,1
38340,"Pittsfield, MA",Metro,,Berkshire County,Massachusetts,1
38380,"Plainview, TX",Micro,"Lubbock-Plainview-Levelland, TX",Hale County,Texas,1
38420,"Platteville, WI",Micro,,Grant County,Wisconsin,1
38460,"Plattsburgh, NY",Micro,,Clinton County,New York,1
38500,"Plymouth, IN",Micro,"South Bend-Elkhart-Mishawaka, IN-MI",Marshall County,Indiana,1
38540,"Pocatello, ID",Metro,,Bannock County,Idaho,1
38540,"Pocatello, ID",Metro,,Power County,Idaho,0
38580,"Point Pleasant, WV-OH",Micro,"Charleston-Huntington-Ashland, WV-OH-KY",Gallia County,Ohio,1
38580,"Point Pleasant, WV-OH",Micro,"Charleston-Huntington-Ashland, WV-OH-KY",Mason County,West Virginia,1
38620,"Ponca City, OK",Micro,,Kay County,Oklahoma,1
38660,"Ponce, PR",Metro,"Ponce-Yauco-Coamo, PR",Adjuntas Municipio,Puerto Rico,0
38660,"Ponce, PR",Metro,"Ponce-Yauco-Coamo, PR",Juana Díaz Municipio,Puerto Rico,0
38660,"Ponce, PR",Metro,"Ponce-Yauco-Coamo, PR",Ponce Municipio,Puerto Rico,1
38660,"Ponce, PR",Metro,"Ponce-Yauco-Coamo, PR",Villalba Municipio,Puerto Rico,0
38700,"Pontiac, IL",Micro,"Bloomington-Pontiac, IL",Livingston County,Illinois,1
38740,"Poplar Bluff, MO",Micro,,Butler County,Missouri,1
38740,"Poplar Bluff, MO",Micro,,Ripley County,Missouri,0
38780,"Portales, NM",Micro,"Clovis-Portales, NM",Roosevelt County,New Mexico,1
38820,"Port Angeles, WA",Micro,,Clallam County,Washington,1
38860,"Portland-South Portland, ME",Metro,"Portland-Lewiston-South Portland, ME",Cumberland County,Maine,1
38860,"Portland-South Portland, ME",Metro,"Portland-Lewiston-South Portland, ME",Sagadahoc County,Maine,0
38860,"Portland-South Portland, ME",Metro,"Portland-Lewiston-South Portland, ME",York County,Maine,1
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,"Portland-Vancouver-Salem, OR-WA",Clackamas County,Oregon,1
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,"Portland-Vancouver-Salem, OR-WA",Columbia County,Oregon,0
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,"Portland-Vancouver-Salem, OR-WA",Multnomah County,Oregon,1
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,"Portland-Vancouver-Salem, OR-WA",Washington County,Oregon,1
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,"Portland-Vancouver-Salem, OR-WA",Yamhill County,Oregon,0
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,"Portland-Vancouver-Salem, OR-WA",Clark County,Washington,1
38900,"Portland-Vancouver-Hillsboro, OR-WA",Metro,"Portland-Vancouver-Salem, OR-WA",Skamania County,Washington,0
38920,"Port Lavaca, TX",Micro,"Victoria-Port Lavaca, TX",Calhoun County,Texas,1
38940,"Port St. Lucie, FL",Metro,"Miami-Port St. Lucie-Fort Lauderdale, FL",Martin County,Florida,1
38940,"Port St. Lucie, FL",Metro,"Miami-Port St. Lucie-Fort Lauderdale, FL",St. Lucie County,Florida,1
39020,"Portsmouth, OH",Micro,"Charleston-Huntington-Ashland, WV-OH-KY",Scioto County,Ohio,1
39060,"Pottsville, PA",Micro,,Schuylkill County,Pennsylvania,1
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metro,"New York-Newark, NY-NJ-CT-PA",Dutchess County,New York,1
39100,"Poughkeepsie-Newburgh-Middletown, NY",Metro,"New York-Newark, NY-NJ-CT-PA",Orange County,New York,1
39150,"Prescott Valley-Prescott, AZ",Metro,,Yavapai County,Arizona,1
39220,"Price, UT",Micro,,Carbon County,Utah,1
39260,"Prineville, OR",Micro,"Bend-Prineville, OR",Crook County,Oregon,1
39300,"Providence-Warwick, RI-MA",Metro,"Boston-Worcester-Providence, MA-RI-NH-CT",Bristol County,Massachusetts,1
39300,"Providence-Warwick, RI-MA",Metro,"Boston-Worcester-Providence, MA-RI-NH-CT",Bristol County,Rhode Island,1
