city,state_id,county,cbsa_code,lookup_helper
Hopland,CA,Mendocino ,46380,HoplandCA
Hughson,CA,Stanislaus ,33700,HughsonCA
Humboldt Hill,CA,Humboldt ,21700,Humboldt HillCA
Huntington Beach,CA,Orange ,31080,Huntington BeachCA
Huntington Park,CA,Los Angeles ,31080,Huntington ParkCA
Huron,CA,Fresno ,23420,HuronCA
Hydesville,CA,Humboldt ,21700,HydesvilleCA
Idlewild,CA,Tulare ,47300,IdlewildCA
Idyllwild-Pine Cove,CA,Riverside ,40140,Idyllwild-Pine CoveCA
Imperial,CA,Imperial ,20940,ImperialCA
Imperial Beach,CA,San Diego ,41740,Imperial BeachCA
Indian Wells,CA,Riverside ,40140,Indian WellsCA
Indianola,CA,Humboldt ,21700,IndianolaCA
Indio,CA,Riverside ,40140,IndioCA
Indio Hills,CA,Riverside ,40140,Indio HillsCA
Industry,CA,Los Angeles ,31080,IndustryCA
Inglewood,CA,Los Angeles ,31080,InglewoodCA
Interlaken,CA,Santa Cruz ,42100,InterlakenCA
Inverness,CA,Marin ,41860,InvernessCA
Inyokern,CA,Kern ,12540,InyokernCA
Irvine,CA,Orange ,31080,IrvineCA
Irwindale,CA,Los Angeles ,31080,IrwindaleCA
Isla Vista,CA,Santa Barbara ,42200,Isla VistaCA
Isleton,CA,Sacramento ,40900,IsletonCA
Ivanhoe,CA,Tulare ,47300,IvanhoeCA
Jacumba,CA,San Diego ,41740,JacumbaCA
Jamestown,CA,Tuolumne ,43760,JamestownCA
Jamul,CA,San Diego ,41740,JamulCA
Janesville,CA,Lassen ,45000,JanesvilleCA
Jenner,CA,Sonoma ,42220,JennerCA
Johannesburg,CA,Kern ,12540,JohannesburgCA
Johnstonville,CA,Lassen ,45000,JohnstonvilleCA
Joshua Tree,CA,San Bernardino ,40140,Joshua TreeCA
Julian,CA,San Diego ,41740,JulianCA
Jurupa Valley,CA,Riverside ,40140,Jurupa ValleyCA
Keene,CA,Kern ,12540,KeeneCA
Kelly Ridge,CA,Butte ,17020,Kelly RidgeCA
Kelseyville,CA,Lake ,17340,KelseyvilleCA
Kennedy,CA,San Joaquin ,44700,KennedyCA
Kennedy Meadows,CA,Tulare ,47300,Kennedy MeadowsCA
Kensington,CA,Contra Costa ,41860,KensingtonCA
Kentfield,CA,Marin ,41860,KentfieldCA
Kenwood,CA,Sonoma ,42220,KenwoodCA
Kerman,CA,Fresno ,23420,KermanCA
Kernville,CA,Kern ,12540,KernvilleCA
Keswick,CA,Shasta ,39820,KeswickCA
Kettleman City,CA,Kings ,25260,Kettleman CityCA
Keyes,CA,Stanislaus ,33700,KeyesCA
King City,CA,Monterey ,41500,King CityCA
Kings Beach,CA,Placer ,40900,Kings BeachCA
Kingsburg,CA,Fresno ,23420,KingsburgCA
Kingvale,CA,Nevada ,46020,KingvaleCA
Klamath,CA,Del Norte ,18860,KlamathCA
Knights Landing,CA,Yolo ,40900,Knights LandingCA
Knightsen,CA,Contra Costa ,41860,KnightsenCA
La Caada Flintridge,CA,Los Angeles ,31080,La Caada FlintridgeCA
La Crescenta-Montrose,CA,Los Angeles ,31080,La Crescenta-MontroseCA
La Habra,CA,Orange ,31080,La HabraCA
La Habra Heights,CA,Los Angeles ,31080,La Habra HeightsCA
La Honda,CA,San Mateo ,41860,La HondaCA
La Mesa,CA,San Diego ,41740,La MesaCA
La Mirada,CA,Los Angeles ,31080,La MiradaCA
La Palma,CA,Orange ,31080,La PalmaCA
La Presa,CA,San Diego ,41740,La PresaCA
La Puente,CA,Los Angeles ,31080,La PuenteCA
La Quinta,CA,Riverside ,40140,La QuintaCA
La Riviera,CA,Sacramento ,40900,La RivieraCA
La Selva Beach,CA,Santa Cruz ,42100,La Selva BeachCA
La Verne,CA,Los Angeles ,31080,La VerneCA
La Vina,CA,Madera ,31460,La VinaCA
Ladera,CA,San Mateo ,41860,LaderaCA
Ladera Heights,CA,Los Angeles ,31080,Ladera HeightsCA
Ladera Ranch,CA,Orange ,31080,Ladera RanchCA
Lafayette,CA,Contra Costa ,41860,LafayetteCA
Laguna Beach,CA,Orange ,31080,Laguna BeachCA
Laguna Hills,CA,Orange ,31080,Laguna HillsCA
Laguna Niguel,CA,Orange ,31080,Laguna NiguelCA
Laguna Woods,CA,Orange ,31080,Laguna WoodsCA
Lagunitas-Forest Knolls,CA,Marin ,41860,Lagunitas-Forest KnollsCA
Lake Arrowhead,CA,San Bernardino ,40140,Lake ArrowheadCA
Lake California,CA,Tehama ,39780,Lake CaliforniaCA
Lake Elsinore,CA,Riverside ,40140,Lake ElsinoreCA
Lake Forest,CA,Orange ,31080,Lake ForestCA
Lake Hughes,CA,Los Angeles ,31080,Lake HughesCA
Lake Isabella,CA,Kern ,12540,Lake IsabellaCA
Lake Los Angeles,CA,Los Angeles ,31080,Lake Los AngelesCA
Lake Mathews,CA,Riverside ,40140,Lake MathewsCA
Lake Nacimiento,CA,San Luis Obispo ,42020,Lake NacimientoCA
Lake of the Pines,CA,Nevada ,46020,Lake of the PinesCA
Lake of the Woods,CA,Kern ,12540,Lake of the WoodsCA
Lake Riverside,CA,Riverside ,40140,Lake RiversideCA
Lake San Marcos,CA,San Diego ,41740,Lake San MarcosCA
Lake Sherwood,CA,Ventura ,37100,Lake SherwoodCA
Lake Wildwood,CA,Nevada ,46020,Lake WildwoodCA
Lakehead,CA,Shasta ,39820,LakeheadCA
Lakeland Village,CA,Riverside ,40140,Lakeland VillageCA
Lakeport,CA,Lake ,17340,LakeportCA
Lakeside,CA,San Diego ,41740,LakesideCA
Lakeview,CA,Riverside ,40140,LakeviewCA
Lakewood,CA,Los Angeles ,31080,LakewoodCA
Lamont,CA,Kern ,12540,LamontCA
Lanare,CA,Fresno ,23420,LanareCA
Lancaster,CA,Los Angeles ,31080,LancasterCA
Larkfield-Wikiup,CA,Sonoma ,42220,Larkfield-WikiupCA
Larkspur,CA,Marin ,41860,LarkspurCA
Las Flores,CA,Orange ,31080,Las FloresCA
Las Lomas,CA,Monterey ,41500,Las LomasCA
Lathrop,CA,San Joaquin ,44700,LathropCA
Laton,CA,Fresno ,23420,LatonCA
Lawndale,CA,Los Angeles ,31080,LawndaleCA
Laytonville,CA,Mendocino ,46380,LaytonvilleCA
Le Grand,CA,Merced ,32900,Le GrandCA
Lebec,CA,Kern ,12540,LebecCA
Leggett,CA,Mendocino ,46380,LeggettCA
Lemon Cove,CA,Tulare ,47300,Lemon CoveCA
Lemon Grove,CA,San Diego ,41740,Lemon GroveCA
Lemon Hill,CA,Sacramento ,40900,Lemon HillCA
Lemoore,CA,Kings ,25260,LemooreCA
Lemoore Station,CA,Kings ,25260,Lemoore StationCA
Lennox,CA,Los Angeles ,31080,LennoxCA
Lenwood,CA,San Bernardino ,40140,LenwoodCA
Leona Valley,CA,Los Angeles ,31080,Leona ValleyCA
Lexington Hills,CA,Santa Clara ,41940,Lexington HillsCA
Lincoln,CA,Placer ,40900,LincolnCA
Lincoln Village,CA,San Joaquin ,44700,Lincoln VillageCA
Linda,CA,Yuba ,49700,LindaCA
Lindcove,CA,Tulare ,47300,LindcoveCA
Linden,CA,San Joaquin ,44700,LindenCA
Lindsay,CA,Tulare ,47300,LindsayCA
Linnell Camp,CA,Tulare ,47300,Linnell CampCA
Litchfield,CA,Lassen ,45000,LitchfieldCA
Little River,CA,Mendocino ,46380,Little RiverCA
Little Valley,CA,Lassen ,45000,Little ValleyCA
Littlerock,CA,Los Angeles ,31080,LittlerockCA
Live Oak,CA,Sutter ,49700,Live OakCA
Livermore,CA,Alameda ,41860,LivermoreCA
Livingston,CA,Merced ,32900,LivingstonCA
Lockeford,CA,San Joaquin ,44700,LockefordCA
Lockwood,CA,Monterey ,41500,LockwoodCA
Lodi,CA,San Joaquin ,44700,LodiCA
Loleta,CA,Humboldt ,21700,LoletaCA
Loma Linda,CA,San Bernardino ,40140,Loma LindaCA
Loma Mar,CA,San Mateo ,41860,Loma MarCA
Loma Rica,CA,Yuba ,49700,Loma RicaCA
Lomita,CA,Los Angeles ,31080,LomitaCA
Lompico,CA,Santa Cruz ,42100,LompicoCA
Lompoc,CA,Santa Barbara ,42200,LompocCA
London,CA,Tulare ,47300,LondonCA
Long Barn,CA,Tuolumne ,43760,Long BarnCA
Long Beach,CA,Los Angeles ,31080,Long BeachCA
Loomis,CA,Placer ,40900,LoomisCA
Los Alamitos,CA,Orange ,31080,Los AlamitosCA
Los Alamos,CA,Santa Barbara ,42200,Los AlamosCA
Los Altos,CA,Santa Clara ,41940,Los AltosCA
Los Altos Hills,CA,Santa Clara ,41940,Los Altos HillsCA
Los Angeles,CA,Los Angeles ,31080,Los AngelesCA
Los Banos,CA,Merced ,32900,Los BanosCA
Los Berros,CA,San Luis Obispo ,42020,Los BerrosCA
Los Gatos,CA,Santa Clara ,41940,Los GatosCA
Los Molinos,CA,Tehama ,39780,Los MolinosCA
Los Olivos,CA,Santa Barbara ,42200,Los OlivosCA
Los Osos,CA,San Luis Obispo ,42020,Los OsosCA
Los Ranchos,CA,San Luis Obispo ,42020,Los RanchosCA
Lost Hills,CA,Kern ,12540,Lost HillsCA
Lower Lake,CA,Lake ,17340,Lower LakeCA
Loyola,CA,Santa Clara ,41940,LoyolaCA
Lucas Valley-Marinwood,CA,Marin ,41860,Lucas Valley-MarinwoodCA
Lucerne,CA,Lake ,17340,LucerneCA
Lucerne Valley,CA,San Bernardino ,40140,Lucerne ValleyCA
Lynwood,CA,Los Angeles ,31080,LynwoodCA
Lytle Creek,CA,San Bernardino ,40140,Lytle CreekCA
Madera,CA,Madera ,31460,MaderaCA
Madera Acres,CA,Madera ,31460,Madera AcresCA
Madison,CA,Yolo ,40900,MadisonCA
Magalia,CA,Butte ,17020,MagaliaCA
Malaga,CA,Fresno ,23420,MalagaCA
Malibu,CA,Los Angeles ,31080,MalibuCA
Manchester,CA,Mendocino ,46380,ManchesterCA
Manhattan Beach,CA,Los Angeles ,31080,Manhattan BeachCA
Manila,CA,Humboldt ,21700,ManilaCA
Manteca,CA,San Joaquin ,44700,MantecaCA
Manton,CA,Tehama ,39780,MantonCA
March ARB,CA,Riverside ,40140,March ARBCA
Maricopa,CA,Kern ,12540,MaricopaCA
Marin City,CA,Marin ,41860,Marin CityCA
Marina,CA,Monterey ,41500,MarinaCA
Marina del Rey,CA,Los Angeles ,31080,Marina del ReyCA
Martinez,CA,Contra Costa ,41860,MartinezCA
Marysville,CA,Yuba ,49700,MarysvilleCA
Matheny,CA,Tulare ,47300,MathenyCA
Mather,CA,Sacramento ,40900,MatherCA
Mayfair,CA,Fresno ,23420,MayfairCA
Mayflower Village,CA,Los Angeles ,31080,Mayflower VillageCA
Maywood,CA,Los Angeles ,31080,MaywoodCA
McArthur,CA,Shasta ,39820,McArthurCA
McClellan Park,CA,Sacramento ,40900,McClellan ParkCA
McClenney Tract,CA,Tulare ,47300,McClenney TractCA
McFarland,CA,Kern ,12540,McFarlandCA
McKinleyville,CA,Humboldt ,21700,McKinleyvilleCA
McKittrick,CA,Kern ,12540,McKittrickCA
McSwain,CA,Merced ,32900,McSwainCA
Mead Valley,CA,Riverside ,40140,Mead ValleyCA
Meadow Vista,CA,Placer ,40900,Meadow VistaCA
Meadowbrook,CA,Riverside ,40140,MeadowbrookCA
Mecca,CA,Riverside ,40140,MeccaCA
Meiners Oaks,CA,Ventura ,37100,Meiners OaksCA
Mendocino,CA,Mendocino ,46380,MendocinoCA
Mendota,CA,Fresno ,23420,MendotaCA
Menifee,CA,Riverside ,40140,MenifeeCA
Menlo Park,CA,San Mateo ,41860,Menlo ParkCA
Mentone,CA,San Bernardino ,40140,MentoneCA
Merced,CA,Merced ,32900,MercedCA
Meridian,CA,Sutter ,49700,MeridianCA
Mesa Verde,CA,Riverside ,40140,Mesa VerdeCA
Mettler,CA,Kern ,12540,MettlerCA
Mexican Colony,CA,Kern ,12540,Mexican ColonyCA
Mi-Wuk Village,CA,Tuolumne ,43760,Mi-Wuk VillageCA
Middletown,CA,Lake ,17340,MiddletownCA
Midway City,CA,Orange ,31080,Midway CityCA
Milford,CA,Lassen ,45000,MilfordCA
Mill Valley,CA,Marin ,41860,Mill ValleyCA
Millbrae,CA,San Mateo ,41860,MillbraeCA
Millville,CA,Shasta ,39820,MillvilleCA
Milpitas,CA,Santa Clara ,41940,MilpitasCA
Mineral,CA,Tehama ,39780,MineralCA
Minkler,CA,Fresno ,23420,MinklerCA
Mira Monte,CA,Ventura ,37100,Mira MonteCA
Miranda,CA,Humboldt ,21700,MirandaCA
Mission Canyon,CA,Santa Barbara ,42200,Mission CanyonCA
Mission Hills,CA,Santa Barbara ,42200,Mission HillsCA
Mission Viejo,CA,Orange ,31080,Mission ViejoCA
Modesto,CA,Stanislaus ,33700,ModestoCA
Mojave,CA,Kern ,12540,MojaveCA
Monmouth,CA,Fresno ,23420,MonmouthCA
Mono Vista,CA,Tuolumne ,43760,Mono VistaCA
Monrovia,CA,Los Angeles ,31080,MonroviaCA
Monson,CA,Tulare ,47300,MonsonCA
Montalvin Manor,CA,Contra Costa ,41860,Montalvin ManorCA
Montara,CA,San Mateo ,41860,MontaraCA
Montclair,CA,San Bernardino ,40140,MontclairCA
Monte Rio,CA,Sonoma ,42220,Monte RioCA
Monte Sereno,CA,Santa Clara ,41940,Monte SerenoCA
Montebello,CA,Los Angeles ,31080,MontebelloCA
Montecito,CA,Santa Barbara ,42200,MontecitoCA
Monterey,CA,Monterey ,41500,MontereyCA
Monterey Park,CA,Los Angeles ,31080,Monterey ParkCA
Monterey Park Tract,CA,Stanislaus ,33700,Monterey Park TractCA
Montgomery Creek,CA,Shasta ,39820,Montgomery CreekCA
Monument Hills,CA,Yolo ,40900,Monument HillsCA
Moorpark,CA,Ventura ,37100,MoorparkCA
Morada,CA,San Joaquin ,44700,MoradaCA
Moraga,CA,Contra Costa ,41860,MoragaCA
Moreno Valley,CA,Riverside ,40140,Moreno ValleyCA
Morgan Hill,CA,Santa Clara ,41940,Morgan HillCA
Morongo Valley,CA,San Bernardino ,40140,Morongo ValleyCA
Morro Bay,CA,San Luis Obispo ,42020,Morro BayCA
Moskowite Corner,CA,Riverside ,40140,Moskowite CornerCA
Moss Beach,CA,San Mateo ,41860,Moss BeachCA
Moss Landing,CA,Monterey ,41500,Moss LandingCA
Mount Hermon,CA,Santa Cruz ,42100,Mount HermonCA
Mount Laguna,CA,San Diego ,41740,Mount LagunaCA
Mountain Center,CA,Riverside ,40140,Mountain CenterCA
Mountain Gate,CA,Shasta ,39820,Mountain GateCA
Mountain House,CA,San Joaquin ,44700,Mountain HouseCA
Mountain Mesa,CA,Kern ,12540,Mountain MesaCA
Mountain View,CA,Santa Clara ,41940,Mountain ViewCA
Mountain View Acres,CA,San Bernardino ,40140,Mountain View AcresCA
Muir Beach,CA,Marin ,41860,Muir BeachCA
Murrieta,CA,Riverside ,40140,MurrietaCA
Muscoy,CA,San Bernardino ,40140,MuscoyCA
Myers Flat,CA,Humboldt ,21700,Myers FlatCA
Myrtletown,CA,Humboldt ,21700,MyrtletownCA
Napa,CA,Napa ,34900,NapaCA
National City,CA,San Diego ,41740,National CityCA
Needles,CA,San Bernardino ,40140,NeedlesCA
Nevada City,CA,Nevada ,46020,Nevada CityCA
New Cuyama,CA,Santa Barbara ,42200,New CuyamaCA
Newark,CA,Alameda ,41860,NewarkCA
Newcastle,CA,Placer ,40900,NewcastleCA
Newman,CA,Stanislaus ,33700,NewmanCA
Newport Beach,CA,Orange ,31080,Newport BeachCA
Nicasio,CA,Marin ,41860,NicasioCA
Nice,CA,Lake ,17340,NiceCA
Nicolaus,CA,Sutter ,49700,NicolausCA
Niland,CA,Imperial ,20940,NilandCA
Nipinnawasee,CA,Madera ,31460,NipinnawaseeCA
Nipomo,CA,San Luis Obispo ,42020,NipomoCA
Norco,CA,Riverside ,40140,NorcoCA
Nord,CA,Butte ,17020,NordCA
Norris Canyon,CA,Contra Costa ,41860,Norris CanyonCA
North Auburn,CA,Placer ,40900,North AuburnCA
North Edwards,CA,Kern ,12540,North EdwardsCA
North El Monte,CA,Los Angeles ,31080,North El MonteCA
North Fair Oaks,CA,San Mateo ,41860,North Fair OaksCA
North Gate,CA,Contra Costa ,41860,North GateCA
North Highlands,CA,Sacramento ,40900,North HighlandsCA
North Lakeport,CA,Lake ,17340,North LakeportCA
North Richmond,CA,Contra Costa ,41860,North RichmondCA
North San Juan,CA,Nevada ,46020,North San JuanCA
North Shore,CA,Riverside ,40140,North ShoreCA
North Tustin,CA,Orange ,31080,North TustinCA
Norwalk,CA,Los Angeles ,31080,NorwalkCA
Novato,CA,Marin ,41860,NovatoCA
Nubieber,CA,Lassen ,45000,NubieberCA
Nuevo,CA,Riverside ,40140,NuevoCA
Oak Glen,CA,San Bernardino ,40140,Oak GlenCA
Oak Hills,CA,San Bernardino ,40140,Oak HillsCA
Oak Park,CA,Ventura ,37100,Oak ParkCA
Oak Shores,CA,San Luis Obispo ,42020,Oak ShoresCA
Oak View,CA,Ventura ,37100,Oak ViewCA
Oakdale,CA,Stanislaus ,33700,OakdaleCA
Oakhurst,CA,Madera ,31460,OakhurstCA
Oakland,CA,Alameda ,41860,OaklandCA
Oakley,CA,Contra Costa ,41860,OakleyCA
Oakville,CA,Napa ,34900,OakvilleCA
Oasis,CA,Riverside ,40140,OasisCA
Occidental,CA,Sonoma ,42220,OccidentalCA
Oceano,CA,San Luis Obispo ,42020,OceanoCA
Oceanside,CA,San Diego ,41740,OceansideCA
Ocotillo,CA,Imperial ,20940,OcotilloCA
Oildale,CA,Kern ,12540,OildaleCA
Ojai,CA,Ventura ,37100,OjaiCA
Old Fig Garden,CA,Fresno ,23420,Old Fig GardenCA
Old Station,CA,Shasta ,39820,Old StationCA
Olivehurst,CA,Yuba ,49700,OlivehurstCA
Ontario,CA,San Bernardino ,40140,OntarioCA
Onyx,CA,Kern ,12540,OnyxCA
Orange,CA,Orange ,31080,OrangeCA
Orange Cove,CA,Fresno ,23420,Orange CoveCA
Orangevale,CA,Sacramento ,40900,OrangevaleCA
Orcutt,CA,Santa Barbara ,42200,OrcuttCA
Orick,CA,Humboldt ,21700,OrickCA
Orinda,CA,Contra Costa ,41860,OrindaCA
Orosi,CA,Tulare ,47300,OrosiCA
Oroville,CA,Butte ,17020,OrovilleCA
Oroville East,CA,Butte ,17020,Oroville EastCA
Oxnard,CA,Ventura ,37100,OxnardCA
Pacheco,CA,Contra Costa ,41860,PachecoCA
Pacific Grove,CA,Monterey ,41500,Pacific GroveCA
Pacifica,CA,San Mateo ,41860,PacificaCA
Pajaro,CA,Monterey ,41500,PajaroCA
Pajaro Dunes,CA,Santa Cruz ,42100,Pajaro DunesCA
Pala,CA,San Diego ,41740,PalaCA
Palermo,CA,Butte ,17020,PalermoCA
Palm Desert,CA,Riverside ,40140,Palm DesertCA
Palm Springs,CA,Riverside ,40140,Palm SpringsCA
Palmdale,CA,Los Angeles ,31080,PalmdaleCA
Palo Alto,CA,Santa Clara ,41940,Palo AltoCA
Palo Cedro,CA,Shasta ,39820,Palo CedroCA
Palo Verde,CA,Imperial ,20940,Palo VerdeCA
Palos Verdes Estates,CA,Los Angeles ,31080,Palos Verdes EstatesCA
Panorama Heights,CA,Tulare ,47300,Panorama HeightsCA
Paradise,CA,Butte ,17020,ParadiseCA
Paradise Park,CA,Santa Cruz ,42100,Paradise ParkCA
Paramount,CA,Los Angeles ,31080,ParamountCA
Parklawn,CA,Stanislaus ,33700,ParklawnCA
Parksdale,CA,Madera ,31460,ParksdaleCA
Parkway,CA,Sacramento ,40900,ParkwayCA
Parkwood,CA,Madera ,31460,ParkwoodCA
Parlier,CA,Fresno ,23420,ParlierCA
Pasadena,CA,Los Angeles ,31080,PasadenaCA
Pasatiempo,CA,Santa Cruz ,42100,PasatiempoCA
Paskenta,CA,Tehama ,39780,PaskentaCA
Patterson,CA,Stanislaus ,33700,PattersonCA
Patterson Tract,CA,Tulare ,47300,Patterson TractCA
Patton Village,CA,Lassen ,45000,Patton VillageCA
Paynes Creek,CA,Tehama ,39780,Paynes CreekCA
Penn Valley,CA,Nevada ,46020,Penn ValleyCA
Penngrove,CA,Sonoma ,42220,PenngroveCA
Penryn,CA,Placer ,40900,PenrynCA
Perris,CA,Riverside ,40140,PerrisCA
Pescadero,CA,San Mateo ,41860,PescaderoCA
Petaluma,CA,Sonoma ,42220,PetalumaCA
Peters,CA,San Joaquin ,44700,PetersCA
Phelan,CA,San Bernardino ,40140,PhelanCA
Phillipsville,CA,Humboldt ,21700,PhillipsvilleCA
Philo,CA,Mendocino ,46380,PhiloCA
Phoenix Lake,CA,Tuolumne ,43760,Phoenix LakeCA
Pico Rivera,CA,Los Angeles ,31080,Pico RiveraCA
Piedmont,CA,Alameda ,41860,PiedmontCA
Pierpoint,CA,Tulare ,47300,PierpointCA
Pine Canyon,CA,Monterey ,41500,Pine CanyonCA
Pine Flat,CA,Tulare ,47300,Pine FlatCA
Pine Hills,CA,Humboldt ,21700,Pine HillsCA
Pine Mountain Club,CA,Kern ,12540,Pine Mountain ClubCA
Pine Mountain Lake,CA,Tuolumne ,43760,Pine Mountain LakeCA
Pine Valley,CA,San Diego ,41740,Pine ValleyCA
Pinole,CA,Contra Costa ,41860,PinoleCA
Pion Hills,CA,San Bernardino ,40140,Pion HillsCA
Piru,CA,Ventura ,37100,PiruCA
Pismo Beach,CA,San Luis Obispo ,42020,Pismo BeachCA
Pittsburg,CA,Contra Costa ,41860,PittsburgCA
Pixley,CA,Tulare ,47300,PixleyCA
Placentia,CA,Orange ,31080,PlacentiaCA
Placerville,CA,El Dorado ,40900,PlacervilleCA
Plainview,CA,Tulare ,47300,PlainviewCA
Planada,CA,Merced ,32900,PlanadaCA
Pleasant Hill,CA,Contra Costa ,41860,Pleasant HillCA
Pleasanton,CA,Alameda ,41860,PleasantonCA
Pleasure Point,CA,Santa Cruz ,42100,Pleasure PointCA
Plumas Lake,CA,Yuba ,49700,Plumas LakeCA
Point Arena,CA,Mendocino ,46380,Point ArenaCA
Point Reyes Station,CA,Marin ,41860,Point Reyes StationCA
Pollock Pines,CA,El Dorado ,40900,Pollock PinesCA
Pomona,CA,Los Angeles ,31080,PomonaCA
Ponderosa,CA,Tulare ,47300,PonderosaCA
Poplar-Cotton Center,CA,Tulare ,47300,Poplar-Cotton CenterCA
Port Costa,CA,Contra Costa ,41860,Port CostaCA
Port Hueneme,CA,Ventura ,37100,Port HuenemeCA
Porterville,CA,Tulare ,47300,PortervilleCA
Portola Valley,CA,San Mateo ,41860,Portola ValleyCA
Posey,CA,Tulare ,47300,PoseyCA
Poso Park,CA,Tulare ,47300,Poso ParkCA
Potrero,CA,San Diego ,41740,PotreroCA
Potter Valley,CA,Mendocino ,46380,Potter ValleyCA
Poway,CA,San Diego ,41740,PowayCA
Proberta,CA,Tehama ,39780,ProbertaCA
Prunedale,CA,Monterey ,41500,PrunedaleCA
Quartz Hill,CA,Los Angeles ,31080,Quartz HillCA
Rackerby,CA,Butte ,17020,RackerbyCA
Rainbow,CA,San Diego ,41740,RainbowCA
Raisin City,CA,Fresno ,23420,Raisin CityCA
Ramona,CA,San Diego ,41740,RamonaCA
Rancho Cordova,CA,Sacramento ,40900,Rancho CordovaCA
Rancho Cucamonga,CA,San Bernardino ,40140,Rancho CucamongaCA
Rancho Mirage,CA,Riverside ,40140,Rancho MirageCA
Rancho Murieta,CA,Sacramento ,40900,Rancho MurietaCA
Rancho Palos Verdes,CA,Los Angeles ,31080,Rancho Palos VerdesCA
Rancho San Diego,CA,San Diego ,41740,Rancho San DiegoCA
Rancho Santa Fe,CA,San Diego ,41740,Rancho Santa FeCA
Rancho Santa Margarita,CA,Orange ,31080,Rancho Santa MargaritaCA
Rancho Tehama Reserve,CA,Tehama ,39780,Rancho Tehama ReserveCA
Randsburg,CA,Kern ,12540,RandsburgCA
Red Bluff,CA,Tehama ,39780,Red BluffCA
Redcrest,CA,Humboldt ,21700,RedcrestCA
Redding,CA,Shasta ,39820,ReddingCA
Redlands,CA,San Bernardino ,40140,RedlandsCA
Redondo Beach,CA,Los Angeles ,31080,Redondo BeachCA
Redway,CA,Humboldt ,21700,RedwayCA
Redwood City,CA,San Mateo ,41860,Redwood CityCA
Redwood Valley,CA,Mendocino ,46380,Redwood ValleyCA
Reedley,CA,Fresno ,23420,ReedleyCA
Reliez Valley,CA,Contra Costa ,41860,Reliez ValleyCA
Rialto,CA,San Bernardino ,40140,RialtoCA
Richfield,CA,Tehama ,39780,RichfieldCA
Richgrove,CA,Tulare ,47300,RichgroveCA
Richmond,CA,Contra Costa ,41860,RichmondCA
Richvale,CA,Butte ,17020,RichvaleCA
Ridgecrest,CA,Kern ,12540,RidgecrestCA
Ridgemark,CA,San Benito ,41940,RidgemarkCA
Rio del Mar,CA,Santa Cruz ,42100,Rio del MarCA
Rio Dell,CA,Humboldt ,21700,Rio DellCA
Rio Linda,CA,Sacramento ,40900,Rio LindaCA
Rio Oso,CA,Sutter ,49700,Rio OsoCA
Rio Vista,CA,Solano ,46700,Rio VistaCA
Ripley,CA,Riverside ,40140,RipleyCA
Ripon,CA,San Joaquin ,44700,RiponCA
Riverbank,CA,Stanislaus ,33700,RiverbankCA
Riverdale,CA,Fresno ,23420,RiverdaleCA
Riverdale Park,CA,Stanislaus ,33700,Riverdale ParkCA
Riverside,CA,Riverside ,40140,RiversideCA
Robbins,CA,Sutter ,49700,RobbinsCA
Robinson Mill,CA,Butte ,17020,Robinson MillCA
Rocklin,CA,Placer ,40900,RocklinCA
Rodeo,CA,Contra Costa ,41860,RodeoCA
Rodriguez Camp,CA,Tulare ,47300,Rodriguez CampCA
Rohnert Park,CA,Sonoma ,42220,Rohnert ParkCA
Rolling Hills,CA,Los Angeles ,31080,Rolling HillsCA
Rolling Hills Estates,CA,Los Angeles ,31080,Rolling Hills EstatesCA
Rollingwood,CA,Contra Costa ,41860,RollingwoodCA
Romoland,CA,Riverside ,40140,RomolandCA
Rosamond,CA,Kern ,12540,RosamondCA
Rose Hills,CA,Los Angeles ,31080,Rose HillsCA
Rosedale,CA,Kern ,12540,RosedaleCA
Roseland,CA,Sonoma ,42220,RoselandCA
Rosemead,CA,Los Angeles ,31080,RosemeadCA
Rosemont,CA,Sacramento ,40900,RosemontCA
Roseville,CA,Placer ,40900,RosevilleCA
Ross,CA,Marin ,41860,RossCA
Rossmoor,CA,Orange ,31080,RossmoorCA
Rough and Ready,CA,Nevada ,46020,Rough and ReadyCA
Round Mountain,CA,Shasta ,39820,Round MountainCA
Rouse,CA,Stanislaus ,33700,RouseCA
Rowland Heights,CA,Los Angeles ,31080,Rowland HeightsCA
Running Springs,CA,San Bernardino ,40140,Running SpringsCA
Rutherford,CA,Napa ,34900,RutherfordCA
Sacramento,CA,Sacramento ,40900,SacramentoCA
Salida,CA,Stanislaus ,33700,SalidaCA
Salinas,CA,Monterey ,41500,SalinasCA
Salmon Creek,CA,Sonoma ,42220,Salmon CreekCA
Salton City,CA,Imperial ,20940,Salton CityCA
Salton Sea Beach,CA,Imperial ,20940,Salton Sea BeachCA
Samoa,CA,Humboldt ,21700,SamoaCA
San Anselmo,CA,Marin ,41860,San AnselmoCA
San Antonio Heights,CA,San Bernardino ,40140,San Antonio HeightsCA
San Ardo,CA,Monterey ,41500,San ArdoCA
San Bernardino,CA,San Bernardino ,40140,San BernardinoCA
San Bruno,CA,San Mateo ,41860,San BrunoCA
San Buenaventura,CA,Ventura ,37100,San BuenaventuraCA
San Carlos,CA,San Mateo ,41860,San CarlosCA
San Clemente,CA,Orange ,31080,San ClementeCA
San Diego,CA,San Diego ,41740,San DiegoCA
San Diego Country Estates,CA,San Diego ,41740,San Diego Country EstatesCA
San Dimas,CA,Los Angeles ,31080,San DimasCA
San Fernando,CA,Los Angeles ,31080,San FernandoCA
